dc,878.6833351944224,216.37467977963388
gnb,878.6833351944224,216.37467977963388
pgw,878.6833351944224,216.37467977963388
sgw,878.6833351944224,216.37467977963388
mme,878.6833351944224,216.37467977963388
bck,878.6833351944224,216.37467977963388
eng,878.6833351944224,216.37467977963388
cai,783.9053497618879,244.0502600884065
pre,770.2249098460306,301.8001552959904
bio,614.5383403745363,702.4364271257073
ila,457.8483028060291,735.851731124334
hut,425.72157486795913,874.052730656229
r56,813.1621558766929,451.0544431330636
r67,805.6975939298864,526.0418949117884
r78,807.3598766409559,594.1236745528877
r89,769.6242943014367,662.1304330304265
n1,875.0501236725249,179.6663892045617
n2,860.1551766392658,222.84373446088284
n3,788.6527332009864,259.1755089815706
n4,778.0203319384018,296.6755945542827
n5,810.6641796814511,416.7925888104364
n6,796.4787718369043,505.2471169093624
n7,805.1890368539607,553.0754355434328
n8,800.2654156456701,636.1816294454038
n9,726.7184472122462,688.9808336189017
n10,697.4283719317755,662.0864011179656
n11,508.0913647694979,715.4440616583452
n12,428.5231701951707,875.9411459229887
n13,417.8360751490691,854.3698183577508
n14,386.2510181305115,866.1936366735026
n15,439.7248775596963,1013.0979363797233
n16,439.5603643905488,914.5329867331311
n1c1,875.0501236725249,179.6663892045617
n1c2,875.0501236725249,179.6663892045617
n2c1,860.1551766392658,222.84373446088284
n2c2,860.1551766392658,222.84373446088284
n3c1,788.6527332009864,259.1755089815706
n3c2,788.6527332009864,259.1755089815706
n4c1,778.0203319384018,296.6755945542827
n4c2,778.0203319384018,296.6755945542827
n5c1,810.6641796814511,416.7925888104364
n5c2,810.6641796814511,416.7925888104364
n6c1,796.4787718369043,505.2471169093624
n6c2,796.4787718369043,505.2471169093624
n7c1,805.1890368539607,553.0754355434328
n7c2,805.1890368539607,553.0754355434328
n8c1,800.2654156456701,636.1816294454038
n8c2,800.2654156456701,636.1816294454038
n9c1,726.7184472122462,688.9808336189017
n10c1,697.4283719317755,662.0864011179656
n10c2,697.4283719317755,662.0864011179656
n11c1,508.0913647694979,715.4440616583452
n11c2,508.0913647694979,715.4440616583452
n12c1,428.5231701951707,875.9411459229887
n13c1,417.8360751490691,854.3698183577508
n13c2,417.8360751490691,854.3698183577508
n14c1,386.2510181305115,866.1936366735026
n14c2,386.2510181305115,866.1936366735026
n15c1,439.7248775596963,1013.0979363797233
n15c2,439.7248775596963,1013.0979363797233
n16c1,439.5603643905488,914.5329867331311
n16c2,439.5603643905488,914.5329867331311
